season,week,celebrity_name,ori_results,parsed_results,age,industry,partner,weekly_raw_score,effective_score,is_accumulated,exit_mode,final_rank,exit_week_parsed,judge_metric
21,8,Bindi Irwin,1st Place,1st Place,17,TV Personality,Derek Hough,28.0,28.0,False,final,1.0,11,0.1443303432897215
21,9,Bindi Irwin,1st Place,1st Place,17,TV Personality,Derek Hough,30.0,30.0,False,final,1.0,11,0.182370820668693
21,10,Bindi Irwin,1st Place,1st Place,17,TV Personality,Derek Hough,31.5,31.5,False,final,1.0,11,0.26582278481012656
21,11,Bindi Irwin,1st Place,1st Place,17,TV Personality,Derek Hough,30.0,61.5,True,final,1.0,11,0.25423750359110475
21,1,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,23.0,23.0,False,final,4.0,11,0.092
21,2,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,22.5,45.5,True,final,4.0,11,0.08317929759704251
21,3,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,31.0,31.0,False,final,4.0,11,0.10163934426229508
21,4,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,25.0,56.0,True,final,4.0,11,0.1059322033898305
21,5,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,39.0,39.0,False,final,4.0,11,0.12956810631229235
21,6,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,38.0,77.0,True,final,4.0,11,0.12140575079872204
21,7,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,28.0,28.0,False,final,4.0,11,0.12669683257918551
21,8,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,28.9998,28.9998,False,final,4.0,11,0.14948396747618806
21,9,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,27.0,27.0,False,final,4.0,11,0.1641337386018237
21,10,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,31.5,31.5,False,final,4.0,11,0.26582278481012656
21,11,Carlos PenaVega,Eliminated Week 11,4th Place,26,Actor/Actress,Witney Carson,30.0,61.5,True,final,4.0,11,0.25423750359110475
21,1,Chaka Khan,Eliminated Week 2,Eliminated Week 2,62,Singer/Rapper,Keo Motsepe,13.0,13.0,False,eliminated,11.0,2,0.052
21,2,Chaka Khan,Eliminated Week 2,Eliminated Week 2,62,Singer/Rapper,Keo Motsepe,15.0,28.0,True,eliminated,11.0,2,0.05545286506469501
21,1,Gary Busey,Eliminated Week 4,Eliminated Week 4,71,Actor/Actress,Anna Trebunskaya,15.0,15.0,False,eliminated,10.0,4,0.06
21,2,Gary Busey,Eliminated Week 4,Eliminated Week 4,71,Actor/Actress,Anna Trebunskaya,16.5,31.5,True,eliminated,10.0,4,0.06099815157116451
21,3,Gary Busey,Eliminated Week 4,Eliminated Week 4,71,Actor/Actress,Anna Trebunskaya,25.0,25.0,False,eliminated,10.0,4,0.08196721311475409
21,4,Gary Busey,Eliminated Week 4,Eliminated Week 4,71,Actor/Actress,Anna Trebunskaya,16.0,41.0,True,eliminated,10.0,4,0.06779661016949153
21,1,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,21.0,21.0,False,eliminated,8.0,7,0.084
21,2,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,22.5,43.5,True,eliminated,8.0,7,0.08317929759704251
21,3,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,30.0,30.0,False,eliminated,8.0,7,0.09836065573770492
21,4,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,27.0,57.0,True,eliminated,8.0,7,0.11440677966101695
21,5,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,30.0,30.0,False,eliminated,8.0,7,0.09966777408637874
21,6,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,32.0,62.0,True,eliminated,8.0,7,0.10223642172523961
21,7,Hayes Grier,Eliminated Week 7,Eliminated Week 7,15,Social Media Personality,Emma Slater,28.0,28.0,False,eliminated,8.0,7,0.12669683257918551
21,1,Kim Zolciak-Biermann,Withdrew,Withdrew Week 2,37,TV Personality,Tony Dovolani,12.0,12.0,False,withdrew,11.0,2,0.048
21,2,Kim Zolciak-Biermann,Withdrew,Withdrew Week 2,37,TV Personality,Tony Dovolani,18.5,30.5,True,withdrew,11.0,2,0.06839186691312385
21,1,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,24.0,24.0,False,final,2.0,11,0.096
21,2,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,22.5,46.5,True,final,2.0,11,0.08317929759704251
21,3,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,36.0,36.0,False,final,2.0,11,0.1180327868852459
21,4,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,27.0,63.0,True,final,2.0,11,0.11440677966101695
21,5,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,35.0,35.0,False,final,2.0,11,0.11627906976744186
21,6,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,39.0,74.0,True,final,2.0,11,0.12460063897763578
21,7,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,27.0,27.0,False,final,2.0,11,0.12217194570135746
21,8,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,33.0,33.0,False,final,2.0,11,0.17010361887717176
21,9,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,27.5,27.5,False,final,2.0,11,0.16717325227963525
21,10,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,27.0,27.0,False,final,2.0,11,0.22784810126582278
21,11,Nick Carter,2nd Place,2nd Place,35,Singer/Rapper,Sharna Burgess,30.0,57.0,True,final,2.0,11,0.25423750359110475
21,1,Paula Deen,Eliminated Week 6,Eliminated Week 6,68,TV Personality,Louis van Amstel,15.0,15.0,False,eliminated,9.0,6,0.06
21,2,Paula Deen,Eliminated Week 6,Eliminated Week 6,68,TV Personality,Louis van Amstel,18.5,33.5,True,eliminated,9.0,6,0.06839186691312385
21,3,Paula Deen,Eliminated Week 6,Eliminated Week 6,68,TV Personality,Louis van Amstel,20.0,20.0,False,eliminated,9.0,6,0.06557377049180328
21,4,Paula Deen,Eliminated Week 6,Eliminated Week 6,68,TV Personality,Louis van Amstel,18.0,38.0,True,eliminated,9.0,6,0.07627118644067797
21,5,Paula Deen,Eliminated Week 6,Eliminated Week 6,68,TV Personality,Louis van Amstel,26.0,26.0,False,eliminated,9.0,6,0.08637873754152824
21,6,Paula Deen,Eliminated Week 6,Eliminated Week 6,68,TV Personality,Louis van Amstel,24.0,50.0,True,eliminated,9.0,6,0.07667731629392971
21,1,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,23.0,23.0,False,withdrew,5.0,9,0.092
21,2,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,24.5,47.5,True,withdrew,5.0,9,0.09057301293900184
21,3,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,33.0,33.0,False,withdrew,5.0,9,0.10819672131147541
21,4,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,27.0,60.0,True,withdrew,5.0,9,0.11440677966101695
21,5,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,29.0,29.0,False,withdrew,5.0,9,0.09634551495016612
21,6,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,40.0,69.0,True,withdrew,5.0,9,0.12779552715654952
21,7,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,27.0,27.0,False,withdrew,5.0,9,0.12217194570135746
21,8,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,28.0,28.0,False,withdrew,5.0,9,0.1443303432897215
21,9,Tamar Braxton,Withdrew,Withdrew Week 9,38,Singer/Rapper,Valentin Chmerkovskiy,24.5,24.5,False,withdrew,5.0,9,0.14893617021276595
21,1,Victor Espinoza,Eliminated Week 2,Eliminated Week 2,43,Athlete,Karina Smirnoff,15.0,15.0,False,eliminated,11.0,2,0.06
21,2,Victor Espinoza,Eliminated Week 2,Eliminated Week 2,43,Athlete,Karina Smirnoff,18.5,33.5,True,eliminated,11.0,2,0.06839186691312385
22,1,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,21.0,21.0,False,eliminated,4.0,9,0.08860759493670886
22,2,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,19.0,40.0,True,eliminated,4.0,9,0.08050847457627118
22,3,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,20.0,20.0,False,eliminated,4.0,9,0.08438818565400844
22,4,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,35.0,35.0,False,eliminated,4.0,9,0.109717868338558
22,5,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,26.0,26.0,False,eliminated,4.0,9,0.09420289855072464
22,6,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,27.0,53.0,True,eliminated,4.0,9,0.11894273127753303
22,7,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,26.0,26.0,False,eliminated,4.0,9,0.12149532710280374
22,8,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,27.0,27.0,False,eliminated,4.0,9,0.15976331360946747
22,9,Antonio Brown,Eliminated Week 9,Eliminated Week 9,27,Athlete,Sharna Burgess,27.5,27.5,False,eliminated,4.0,9,0.1916376306620209
22,1,Doug Flutie,Eliminated Week 6,Eliminated Week 6,53,Athlete,Karina Smirnoff,15.0,15.0,False,eliminated,9.0,6,0.06329113924050633
22,2,Doug Flutie,Eliminated Week 6,Eliminated Week 6,53,Athlete,Karina Smirnoff,20.0,35.0,True,eliminated,9.0,6,0.0847457627118644
22,3,Doug Flutie,Eliminated Week 6,Eliminated Week 6,53,Athlete,Karina Smirnoff,20.0,20.0,False,eliminated,9.0,6,0.08438818565400844
22,4,Doug Flutie,Eliminated Week 6,Eliminated Week 6,53,Athlete,Karina Smirnoff,24.0,24.0,False,eliminated,9.0,6,0.07523510971786834
22,5,Doug Flutie,Eliminated Week 6,Eliminated Week 6,53,Athlete,Karina Smirnoff,28.0,28.0,False,eliminated,9.0,6,0.10144927536231885
22,6,Doug Flutie,Eliminated Week 6,Eliminated Week 6,53,Athlete,Karina Smirnoff,21.0,49.0,True,eliminated,9.0,6,0.09251101321585903
22,1,Geraldo Rivera,Eliminated Week 2,Eliminated Week 2,72,Journalist,Edyta Sliwinska,13.0,13.0,False,eliminated,12.0,2,0.05485232067510549
22,2,Geraldo Rivera,Eliminated Week 2,Eliminated Week 2,72,Journalist,Edyta Sliwinska,13.0,26.0,True,eliminated,12.0,2,0.05508474576271186
22,1,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,23.0,23.0,False,final,3.0,10,0.0970464135021097
22,2,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,21.0,44.0,True,final,3.0,10,0.08898305084745763
22,3,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,21.0,21.0,False,final,3.0,10,0.08860759493670886
22,4,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,36.0,36.0,False,final,3.0,10,0.11285266457680251
22,5,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,32.0,32.0,False,final,3.0,10,0.11594202898550725
22,6,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,24.0,56.0,True,final,3.0,10,0.10572687224669604
22,7,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,27.5,27.5,False,final,3.0,10,0.12850467289719625
22,8,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,30.0,30.0,False,final,3.0,10,0.17751479289940827
22,9,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,28.0,28.0,False,final,3.0,10,0.1951219512195122
22,10,Ginger Zee,3rd Place,3rd Place,35,News Anchor,Valentin Chmerkovskiy,28.333199999999998,28.333199999999998,False,final,3.0,10,0.32567046285270274
22,1,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,20.0,20.0,False,eliminated,6.0,8,0.08438818565400844
22,2,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,21.0,41.0,True,eliminated,6.0,8,0.08898305084745763
22,3,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,23.0,23.0,False,eliminated,6.0,8,0.0970464135021097
22,4,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,27.0,27.0,False,eliminated,6.0,8,0.08463949843260188
22,5,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,35.0,35.0,False,eliminated,6.0,8,0.12681159420289856
22,6,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,25.0,60.0,True,eliminated,6.0,8,0.11013215859030837
22,7,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,25.5,25.5,False,eliminated,6.0,8,0.1191588785046729
22,8,Jodie Sweetin,Eliminated Week 8,Eliminated Week 8,34,Actor/Actress,Keo Motsepe,30.0,30.0,False,eliminated,6.0,8,0.17751479289940827
22,1,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,20.0,20.0,False,eliminated,7.0,7,0.08438818565400844
22,2,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,19.0,39.0,True,eliminated,7.0,7,0.08050847457627118
22,3,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,22.0,22.0,False,eliminated,7.0,7,0.09282700421940929
22,4,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,32.0,32.0,False,eliminated,7.0,7,0.10031347962382445
22,5,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,28.0,28.0,False,eliminated,7.0,7,0.10144927536231885
22,6,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,24.0,52.0,True,eliminated,7.0,7,0.10572687224669604
22,7,Kim Fields,Eliminated Week 7,Eliminated Week 7,46,Actor/Actress,Sasha Farber,26.0,26.0,False,eliminated,7.0,7,0.12149532710280374
22,1,Marla Maples,Eliminated Week 4,Eliminated Week 4,52,TV Personality,Tony Dovolani,21.0,21.0,False,eliminated,10.0,4,0.08860759493670886
22,2,Marla Maples,Eliminated Week 4,Eliminated Week 4,52,TV Personality,Tony Dovolani,20.0,41.0,True,eliminated,10.0,4,0.0847457627118644
22,3,Marla Maples,Eliminated Week 4,Eliminated Week 4,52,TV Personality,Tony Dovolani,21.0,21.0,False,eliminated,10.0,4,0.08860759493670886
22,4,Marla Maples,Eliminated Week 4,Eliminated Week 4,52,TV Personality,Tony Dovolani,28.0,28.0,False,eliminated,10.0,4,0.0877742946708464
22,1,Mischa Barton,Eliminated Week 3,Eliminated Week 3,30,Actor/Actress,Artem Chigvintsev,16.0,16.0,False,eliminated,11.0,3,0.06751054852320675
22,2,Mischa Barton,Eliminated Week 3,Eliminated Week 3,30,Actor/Actress,Artem Chigvintsev,15.0,31.0,True,eliminated,11.0,3,0.0635593220338983
22,3,Mischa Barton,Eliminated Week 3,Eliminated Week 3,30,Actor/Actress,Artem Chigvintsev,18.0,18.0,False,eliminated,11.0,3,0.0759493670886076
22,1,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,23.0,23.0,False,final,1.0,10,0.0970464135021097
22,2,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,20.0,43.0,True,final,1.0,10,0.0847457627118644
22,3,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,25.0,25.0,False,final,1.0,10,0.10548523206751055
22,4,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,34.0,34.0,False,final,1.0,10,0.10658307210031348
22,5,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,37.0,37.0,False,final,1.0,10,0.13405797101449277
22,6,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,25.0,62.0,True,final,1.0,10,0.11013215859030837
22,7,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,28.0,28.0,False,final,1.0,10,0.1308411214953271
22,8,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,29.0,29.0,False,final,1.0,10,0.17159763313609466
22,9,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,28.5,28.5,False,final,1.0,10,0.1986062717770035
22,10,Nyle DiMarco,1st Place,1st Place,26,Model,Peta Murgatroyd,28.9998,28.9998,False,final,1.0,10,0.3333325670462853
22,1,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,21.0,21.0,False,final,2.0,10,0.08860759493670886
22,2,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,24.0,45.0,True,final,2.0,10,0.1016949152542373
22,3,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,23.0,23.0,False,final,2.0,10,0.0970464135021097
22,4,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,36.0,36.0,False,final,2.0,10,0.11285266457680251
22,5,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,31.0,31.0,False,final,2.0,10,0.11231884057971014
22,6,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,28.0,59.0,True,final,2.0,10,0.12334801762114538
22,7,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,27.5,27.5,False,final,2.0,10,0.12850467289719625
22,8,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,28.0,28.0,False,final,2.0,10,0.16568047337278108
22,9,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,29.5,29.5,False,final,2.0,10,0.20557491289198607
22,10,Paige VanZant,2nd Place,2nd Place,22,Athlete,Mark Ballas,29.666600000000003,29.666600000000003,False,final,2.0,10,0.340996970101012
22,1,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,21.0,21.0,False,eliminated,7.0,7,0.08860759493670886
22,2,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,20.0,41.0,True,eliminated,7.0,7,0.0847457627118644
22,3,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,20.0,20.0,False,eliminated,7.0,7,0.08438818565400844
22,4,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,32.0,32.0,False,eliminated,7.0,7,0.10031347962382445
22,5,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,29.0,29.0,False,eliminated,7.0,7,0.10507246376811594
22,6,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,24.0,53.0,True,eliminated,7.0,7,0.10572687224669604
22,7,Von Miller,Eliminated Week 7,Eliminated Week 7,27,Athlete,Witney Carson,26.0,26.0,False,eliminated,7.0,7,0.12149532710280374
22,1,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,23.0,23.0,False,eliminated,4.0,9,0.0970464135021097
22,2,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,24.0,47.0,True,eliminated,4.0,9,0.1016949152542373
22,3,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,24.0,24.0,False,eliminated,4.0,9,0.10126582278481013
22,4,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,35.0,35.0,False,eliminated,4.0,9,0.109717868338558
22,5,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,30.0,30.0,False,eliminated,4.0,9,0.10869565217391304
22,6,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,29.0,59.0,True,eliminated,4.0,9,0.1277533039647577
22,7,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,27.5,27.5,False,eliminated,4.0,9,0.12850467289719625
22,8,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,25.0,25.0,False,eliminated,4.0,9,0.14792899408284024
22,9,Wanya Morris,Eliminated Week 9,Eliminated Week 9,42,Singer/Rapper,Lindsay Arnold,30.0,30.0,False,eliminated,4.0,9,0.20905923344947736
23,1,Amber Rose,Eliminated Week 6,Eliminated Week 6,32,Model,Maksim Chmerkoskiy,24.0,24.0,False,eliminated,9.0,6,0.07272727272727272
23,2,Amber Rose,Eliminated Week 6,Eliminated Week 6,32,Model,Maksim Chmerkoskiy,24.0,48.0,True,eliminated,9.0,6,0.06818181818181818
23,3,Amber Rose,Eliminated Week 6,Eliminated Week 6,32,Model,Maksim Chmerkoskiy,25.0,25.0,False,eliminated,9.0,6,0.07692307692307693
23,4,Amber Rose,Eliminated Week 6,Eliminated Week 6,32,Model,Maksim Chmerkoskiy,24.0,24.0,False,eliminated,9.0,6,0.09195402298850575
23,5,Amber Rose,Eliminated Week 6,Eliminated Week 6,32,Model,Maksim Chmerkoskiy,24.0,24.0,False,eliminated,9.0,6,0.10434782608695652
23,6,Amber Rose,Eliminated Week 6,Eliminated Week 6,32,Model,Maksim Chmerkoskiy,28.0,52.0,True,eliminated,9.0,6,0.09180327868852459
23,1,Babyface,Eliminated Week 4,Eliminated Week 4,57,Singer/Rapper,Allison Holker,26.0,26.0,False,eliminated,10.0,4,0.07878787878787878
23,2,Babyface,Eliminated Week 4,Eliminated Week 4,57,Singer/Rapper,Allison Holker,30.0,56.0,True,eliminated,10.0,4,0.08522727272727272
23,3,Babyface,Eliminated Week 4,Eliminated Week 4,57,Singer/Rapper,Allison Holker,25.0,25.0,False,eliminated,10.0,4,0.07692307692307693
23,4,Babyface,Eliminated Week 4,Eliminated Week 4,57,Singer/Rapper,Allison Holker,18.0,18.0,False,eliminated,10.0,4,0.06896551724137931
23,1,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,26.0,26.0,False,final,3.0,11,0.07878787878787878
23,2,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,28.0,54.0,True,final,3.0,11,0.07954545454545454
23,3,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,32.0,32.0,False,final,3.0,11,0.09846153846153846
23,4,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,23.0,23.0,False,final,3.0,11,0.08812260536398467
23,5,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,24.0,24.0,False,final,3.0,11,0.10434782608695652
23,6,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,37.0,61.0,True,final,3.0,11,0.12131147540983607
23,7,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,37.0,37.0,False,final,3.0,11,0.13430127041742287
23,8,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,30.0,30.0,False,final,3.0,11,0.14925387985460684
23,9,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,37.0,37.0,False,final,3.0,11,0.16299559471365638
23,10,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,28.0,28.0,False,final,3.0,11,0.19112627986348124
23,11,Calvin Johnson Jr.,3rd Place,3rd Place,30,Athlete,Lindsay Arnold,38.3331,38.3331,False,final,3.0,11,0.25191616266698036
23,1,Jake T. Austin,Eliminated Week 2,Eliminated Week 2,21,Actor/Actress,Jenna Johnson,22.0,22.0,False,eliminated,13.0,2,0.06666666666666667
23,2,Jake T. Austin,Eliminated Week 2,Eliminated Week 2,21,Actor/Actress,Jenna Johnson,24.0,46.0,True,eliminated,13.0,2,0.06818181818181818
23,1,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,31.0,31.0,False,final,2.0,11,0.09393939393939393
23,2,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,29.0,60.0,True,final,2.0,11,0.08238636363636363
23,3,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,29.0,29.0,False,final,2.0,11,0.08923076923076922
23,4,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,28.0,28.0,False,final,2.0,11,0.10727969348659004
23,5,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,29.0,29.0,False,final,2.0,11,0.12608695652173912
23,6,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,38.0,67.0,True,final,2.0,11,0.12459016393442623
23,7,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,37.0,37.0,False,final,2.0,11,0.13430127041742287
23,8,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,34.9998,34.9998,False,final,2.0,11,0.1741285314711756
23,9,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,36.0,36.0,False,final,2.0,11,0.15859030837004406
23,10,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,29.5,29.5,False,final,2.0,11,0.20136518771331058
23,11,James Hinchcliffe,2nd Place,2nd Place,29,Racing Driver,Sharna Burgess,38.9998,38.9998,False,final,2.0,11,0.25629755904896034
23,1,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,27.0,27.0,False,final,4.0,11,0.08181818181818182
23,2,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,29.0,56.0,True,final,4.0,11,0.08238636363636363
23,3,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,26.0,26.0,False,final,4.0,11,0.08
23,4,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,23.0,23.0,False,final,4.0,11,0.08812260536398467
23,5,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,26.0,26.0,False,final,4.0,11,0.11304347826086956
23,6,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,40.0,66.0,True,final,4.0,11,0.13114754098360656
23,7,Jana Kramer,Eliminated Week 11,4th Place,32,Singer/Rapper,Gleb Savchenko,34.5,34.5,False,final,4.0,11,0.12522686025408347
